WH Name,Variacion absoluta,inventario
"NTW - Houston,TX",-28500.43,4915678.86
NTW - Dallas TX,37600.44,11573239.24
"NTW - Lockbourne, OH",-16949.74,6718809.03
NTW - Benicia CA,9028.72,14749512.77
NTW - Columbia MO,-9722.83,2507930.38
"NTW - Redlands, CA",-85224.39,19313939.82
"NTW - Fresno, CA",6016.17,6670245.72
"NTW - Tolleson, AZ",-63289.99,14560779.29
NTW - Sacramento CA,-59963.75,7546565.57
"NTW - York, PA",-11392.79,2625867.62
NTW - Stow OH,22964.39,8257881.64
NTW - Bedford Park IL,1353.29,4418175.39
NTW - Dunmore PA,299.00,3951373.78
"NTW - New Albany, IN",-5414.04,8481745.23
"NTW - Kansas City, MO",-600.18,2835662.26
NTW - DENVER CO,-3419.38,13581002.55
NTW - ANCHORAGE,7832.24,2762987.44
NTW - COLORADO SPRINGS CO,5496.82,3808893.08
NTW - MESQUITE TX,-67906.44,1078069.76
NTW - PROVIDENCE NEW BEDF,5400.76,4663258.29
NTW - DENVER CO,-58534.35,6826937.09
NTW - JACKSON MS,-4268.70,5566591.96
NTW - PITTSBURGH,-9288.41,1268902.98
NTW - SALT LAKE CITY UT,-1246.86,14529349.05
NTW - TUCSON AZ,-1932.91,4633946.16
NTW - DES MOINES AMES,274.24,3620810.20
NTW - LEXINGTON,523.32,3171854.86
NTW - DETROIT,-6245.83,5897450.01
NTW - LOUISVILLE KY,-54093.37,5667899.41
NTW - ATLANTA,-17534.07,5414489.24
NTW - ATLANTA,10069.36,7542752.80
NTW - HOUSTON TX,2919.34,9305539.29
NTW - DURHAM NC,12515.02,4810096.05
NTW - HARTFORD & NEW HAVE,-152.58,3301090.56
NTW - MIAMI-FT. LAUDERDAL,-27290.43,6668810.28
NTW - KAPOLEI HI,-37688.92,3539532.14
NTW - OKLAHOMA CITY OK,5800.18,7672566.87
NTW - PORTLAND OR,4002.56,4690450.45
NTW - SPOKANE WA,51746.05,3226908.30
NTW - MEMPHIS TN,553.81,3748991.66
NTW - CHARLOTTE,-1629.62,6239632.92
NTW - SHARONVILLE OH,-20.30,2747386.87
NTW - LITTLE ROCK PINE BL,8278.18,3264872.55
NTW - HOUSTON TX,8147.61,4766778.73
NTW - BOSTON (MANCHESTER),-913.94,2406139.25
NTW - SAN ANTONIO TX,-6510.45,3832730.74
NTW - OMAHA NE,-35839.29,3504304.82
NTW - AUSTIN TX,-7959.26,2485606.91
NTW - SEATTLE-TACOMA WA,-7239.35,5827.15
NTW - GRAND RAPIDS KALMZO,73338.96,3266354.91
NTW - KNOXVILLE TN,-433.65,3536956.32
NTW - TOLEDO OH,-3352.25,3214798.33
NTW - DALLAS FT WORTH TX,20426.03,6408793.64
NTW - CHARLESTON-HUNTINGT,1113.54,3446085.80
NTW - INDIANAPOLIS IN,-33117.16,2144455.80
NTW - BURLINGTON PLATTSBU,5861.53,6724342.05
NTW - TULSA OK,1523.58,3611338.60
NTW - CHICAGO IL,1639.75,2964984.75
NTW - CHICAGO IL,-16866.45,4257977.08
NTW - ALBUQUERQUE SANTA F,51304.66,1628042.22
NTW - TALLAHASSEE THOMASV,8197.02,2423601.05
NTW - CHAMPAIGN&SPRNGFLD-,431.56,2564785.66
NTW - ST. LOUIS MO,2496.19,5206337.29
NTW - NEW YORK NJ,-1500.82,4144411.12
NTW - NEW YORK NY,-665.99,2414275.40
NTW - BATON ROUGE LA,1749.83,4114316.00
NTW - SPRINGFIELD MO,18685.67,8322370.16
NTW - SHREVEPORT LA,3553.12,2373540.45
NTW - LOS ANGELES CA,22231.22,4746361.90
NTW - MILWAUKEE WI,-2277.72,3961902.36
NTW - HARRISBURG-LNCSTR-L,-7289.92,3274980.34
NTW - MOBILE-PENSACOLA (F,2197.95,3258826.01
NTW - SAN DIEGO CA,40905.41,3132885.52
NTW - LAS VEGAS NV,-8464.97,2858795.20
NTW - KANSAS CITY MO,13034.06,8593381.16
NTW - MINNEAPOLIS-ST. PAU,7848.84,6381111.33
NTW - MYRTLE BEACH-FLOREN,-5151.05,3004541.86
NTW - COLUMBIA SC,-9048.97,2469969.03
NTW - EL PASO (LAS CRUCES,-548.88,1917166.47
NTW - LUBBOCK TX,-28573.13,6865925.01
NTW - SAN FRANCISCO-OAK-S,41604.88,4384041.33
"NTW - Albany, GA",-1610.50,3512738.78
NTW - WORCESTER MA,9746.82,5446309.28
"NTW - Halethorpe, MD",-13122.92,8872966.82
"NTW - Dothan, AL",7446.10,4704039.99
NTW - Florence SC,-674.73,4143066.18
"NTW - Gainesville, GA",-182.65,3530066.39
"NTW - Greer, SC",7775.15,6224954.13
"NTW - Grovetown, GA",767.51,3867834.39
"NTW - Jacksonville, FL",-37262.81,6708903.76
"NTW - Macon, GA",3744.81,3274932.98
"NTW - Orlando, FL",-15718.97,5119767.10
"NTW - Savannah, GA",-798.72,3720232.64
"NTW - Richmond, VA",4393.39,5662796.49
"NTW - WPB, FL",-3492.01,6555481.14
NTW - Roanoke VA,-27919.23,5133228.48
"NTW - Tampa, FL",2665.71,6628035.85
NTW - Birmingham AL,-10159.28,7366843.53
NTW - Greensboro NC,-4605.42,5807759.29
"NTW - Norfolk, VA",-55787.84,4769913.00
"NTW - FT MYERS, FL",-45858.13,6234637.06
NTW - San Antonio TX,-68943.27,4605106.42
"NTW - Longview, TX",-271.23,1985044.14
"NTW - Marietta, GA",-24965.30,4576438.87
"NTW - Charleston, SC",10696.08,4785876.33
"NTW - Auburn, ME",-53750.25,6349587.27
"NTW - Manassas, VA",-19473.21,4567583.21
NTW - Ocoee TN,-11862.67,3063151.05
"NTW - Rochester, NY",-109886.00,5578913.61
"NTW - Colonie, NY",-20766.29,6538252.67
"NTW - Nashville, TN",4754.53,6183983.93
"NTW - Montgomery, AL",6278.80,6370147.18
"NTW - Wichita, KS",1141.07,6346871.65
NTW - Santa Fe Springs CA,-22208.11,6183099.43
NTW - Glendale IL,10680.66,6442223.58
"NTW - Lansdale, PA",66772.83,6799504.94
"NTW - Houston,TX",-23738.83,4914509.13
NTW - Dallas TX,37808.60,11219534.39
"NTW - Lockbourne, OH",-17708.58,6608608.57
NTW - Benicia CA,3335.71,14221270.27
NTW - Columbia MO,-9645.94,2386776.86
"NTW - Redlands, CA",-93002.23,19054546.54
"NTW - Fresno, CA",7214.84,6650959.78
"NTW - Tolleson, AZ",-67839.34,14397818.32
NTW - Sacramento CA,-63422.87,7516241.08
"NTW - York, PA",-11846.20,2649007.88
NTW - Stow OH,25236.69,8184905.18
NTW - Bedford Park IL,1445.05,4580766.25
NTW - Dunmore PA,299.00,3992510.95
"NTW - New Albany, IN",-5715.19,8403361.57
"NTW - Kansas City, MO",-599.22,2898208.41
NTW - DENVER CO,-4676.41,13453573.79
NTW - ANCHORAGE,7832.24,2883212.04
NTW - COLORADO SPRINGS CO,5006.82,3841380.80
NTW - MESQUITE TX,-66593.67,6317498.59
NTW - PROVIDENCE NEW BEDF,6062.40,4745895.92
NTW - DENVER CO,-61397.12,7054623.23
NTW - JACKSON MS,-398.59,5503089.26
NTW - PITTSBURGH,-9288.41,4684408.11
NTW - SALT LAKE CITY UT,-12552.81,14016789.87
NTW - TUCSON AZ,-2066.19,4659983.50
NTW - DES MOINES AMES,274.24,3739170.15
NTW - LEXINGTON,523.32,3253104.88
NTW - DETROIT,-6651.21,6100241.05
NTW - LOUISVILLE KY,-54222.27,5697654.01
NTW - ATLANTA,-19333.99,5497696.80
NTW - ATLANTA,9948.50,7683781.28
NTW - HOUSTON TX,3226.94,9184011.76
NTW - DURHAM NC,29614.41,6486187.33
NTW - SHARONVILLE OH,-853.11,2726100.32
NTW - HARTFORD & NEW HAVE,-452.66,3334306.32
NTW - MIAMI-FT. LAUDERDAL,-2765.07,6766554.02
NTW - KAPOLEI HI,-36525.60,3531802.28
NTW - OKLAHOMA CITY OK,-17553.48,7687661.65
NTW - PORTLAND OR,4240.70,4539690.38
NTW - SPOKANE WA,51925.87,3259222.60
NTW - MEMPHIS TN,1190.68,3759978.75
NTW - CHARLOTTE,-1549.09,6692052.05
NTW - LITTLE ROCK PINE BL,8278.18,3492040.40
NTW - HOUSTON TX,6936.38,4686674.07
NTW - BOSTON (MANCHESTER),-913.94,2421422.71
NTW - SAN ANTONIO TX,-4202.97,3757355.12
NTW - OMAHA NE,-36579.89,3651231.90
NTW - AUSTIN TX,-7871.45,2544404.26
NTW - SEATTLE-TACOMA WA,-8234.67,5827.15
NTW - GRAND RAPIDS KALMZO,73261.46,3402254.56
NTW - KNOXVILLE TN,-2144.95,3573673.03
NTW - TOLEDO OH,-3407.62,3368333.85
NTW - DALLAS FT WORTH TX,25218.79,6112688.09
NTW - CHARLESTON-HUNTINGT,1113.54,3504297.02
NTW - INDIANAPOLIS IN,-33117.16,1656.40
NTW - BURLINGTON PLATTSBU,5737.14,6861235.88
NTW - TULSA OK,1452.31,3653175.42
NTW - CHICAGO IL,962.48,3171123.34
NTW - CHICAGO IL,-17729.45,4584495.97
NTW - ALBUQUERQUE SANTA F,51304.66,1832194.47
NTW - TALLAHASSEE THOMASV,9165.59,2561383.52
NTW - ST. LOUIS MO,2614.96,5162615.08
NTW - NEW YORK NJ,1981.73,4255584.88
NTW - NEW YORK NY,-708.77,2568508.48
NTW - BATON ROUGE LA,-6360.77,4242503.56
NTW - SPRINGFIELD MO,27181.08,8214400.98
NTW - SHREVEPORT LA,3423.91,2420884.69
NTW - LOS ANGELES CA,22213.22,5201635.01
NTW - MILWAUKEE WI,-4219.40,3964205.26
NTW - HARRISBURG-LNCSTR-L,-7543.87,3330396.23
NTW - MOBILE-PENSACOLA (F,2609.43,3300808.24
NTW - SAN DIEGO CA,40905.41,327916.76
NTW - LAS VEGAS NV,-8586.38,2673100.25
NTW - KANSAS CITY MO,12477.28,8371639.68
NTW - MINNEAPOLIS-ST. PAU,6821.44,6377143.72
NTW - MYRTLE BEACH-FLOREN,-5885.81,2985906.85
NTW - COLUMBIA SC,-9782.94,2596359.13
NTW - EL PASO (LAS CRUCES,-548.88,2069983.77
NTW - LUBBOCK TX,-29272.36,6881980.94
NTW - SAN FRANCISCO-OAK-S,41600.83,4591892.37
"NTW - Albany, GA",-3615.92,3415045.16
NTW - WORCESTER MA,10427.70,5339156.23
"NTW - Halethorpe, MD",-24484.37,9204374.33
"NTW - Dothan, AL",6911.36,4858550.20
NTW - Florence SC,-12529.78,4128677.13
"NTW - Gainesville, GA",-3527.98,3513411.27
"NTW - Greer, SC",7459.52,6325649.48
"NTW - Grovetown, GA",332.74,3876164.70
"NTW - Jacksonville, FL",-42336.53,6970146.80
"NTW - Macon, GA",2631.98,3260414.65
"NTW - Orlando, FL",-22930.58,5262270.63
"NTW - Savannah, GA",-859.41,3708091.37
"NTW - Richmond, VA",7986.27,5583424.57
"NTW - WPB, FL",-5310.57,6719190.25
NTW - Roanoke VA,-16314.44,5088588.48
"NTW - Tampa, FL",3387.64,6733568.98
NTW - Birmingham AL,-6973.04,7482823.15
NTW - Greensboro NC,-7286.09,6075273.74
"NTW - Norfolk, VA",-56417.68,5002285.38
"NTW - FT MYERS, FL",-18991.85,6231953.00
NTW - San Antonio TX,-69381.03,4477679.39
"NTW - Longview, TX",-195.73,1895364.94
"NTW - Marietta, GA",-83105.49,4546275.84
"NTW - Charleston, SC",9258.22,4568740.98
"NTW - Auburn, ME",-57311.82,6371529.67
"NTW - Manassas, VA",-22397.80,4735624.23
NTW - Ocoee TN,-14393.11,3137410.47
"NTW - Knoxville, TN",51952.22,3916312.42
"NTW - Rochester, NY",337788.14,5880352.92
"NTW - Colonie, NY",-22901.44,6478425.45
"NTW - Nashville, TN",4987.48,6295834.96
"NTW - Montgomery, AL",8243.38,6662884.63
"NTW - Wichita, KS",1141.07,6256489.02
NTW - Santa Fe Springs CA,-38540.70,6042077.13
NTW - Glendale IL,10879.10,6452179.84
"NTW - Lansdale, PA",67715.01,6932083.64
"NTW - Houston,TX",-23879.22,4883980.83
NTW - Dallas TX,34935.85,10423502.69
"NTW - Lockbourne, OH",-18011.88,6500631.10
NTW - Benicia CA,-8209.78,14116649.54
NTW - Columbia MO,-9862.00,2511468.08
"NTW - Redlands, CA",-91563.56,19106792.24
"NTW - Fresno, CA",4565.46,6584130.45
"NTW - Tolleson, AZ",-80402.78,14225700.68
NTW - Sacramento CA,-66222.76,7092067.15
NTW - Stow OH,24922.12,7972492.19
NTW - Bedford Park IL,1529.96,4572090.61
NTW - Dunmore PA,558.75,3998283.08
"NTW - New Albany, IN",-5715.19,8497482.04
"NTW - Kansas City, MO",-540.67,2784675.92
NTW - DENVER CO,-7295.80,12785399.65
NTW - ANCHORAGE,23072.50,3037945.84
NTW - COLORADO SPRINGS CO,-6426.09,3952335.76
NTW - MESQUITE TX,-65884.49,6515733.00
NTW - PROVIDENCE NEW BEDF,6291.15,4956635.47
NTW - DENVER CO,-61391.99,7170184.57
NTW - JACKSON MS,-2597.39,5350875.06
NTW - PITTSBURGH,-11324.72,4646115.96
NTW - SALT LAKE CITY UT,-22998.34,13555662.60
NTW - TUCSON AZ,-2066.19,4557174.94
NTW - DES MOINES AMES,274.24,3678902.86
NTW - LEXINGTON,411.74,3226462.09
NTW - DETROIT,-6686.56,6192330.32
NTW - PLAINVILLE IN,1419.17,1993811.89
NTW - LOUISVILLE KY,-51724.35,5640005.84
NTW - NORMAL IL,-388.87,2344024.35
NTW - BURIEN WA,-684.04,2751125.14
NTW - ATLANTA,19745.82,5533360.53
NTW - ATLANTA,9735.50,7598043.67
NTW - HOUSTON TX,4551.68,9172391.19
NTW - DURHAM NC,4302.73,6412033.78
NTW - SHARONVILLE OH,-1419.28,3121986.70
NTW - HARTFORD & NEW HAVE,-597.41,3324577.82
NTW - MIAMI-FT. LAUDERDAL,-5948.12,6673962.83
NTW - KAPOLEI HI,-36812.35,3333428.49
NTW - OKLAHOMA CITY OK,-19763.00,7497328.79
NTW - PORTLAND OR,4240.70,4813827.95
NTW - SPOKANE WA,51797.49,3192855.70
NTW - MEMPHIS TN,752.79,3730750.40
NTW - CHARLOTTE,-12633.49,6755657.17
NTW - LITTLE ROCK PINE BL,8278.18,3389159.16
NTW - HOUSTON TX,6946.57,4668656.65
NTW - BOSTON (MANCHESTER),-913.94,2574947.64
NTW - SAN ANTONIO TX,-3434.05,3831311.29
NTW - OMAHA NE,-29955.62,3604495.41
NTW - AUSTIN TX,-8176.05,2367423.77
NTW - GRAND RAPIDS KALMZO,75331.57,3431491.71
NTW - KNOXVILLE TN,-2836.92,3468869.24
NTW - TOLEDO OH,-3650.03,3189828.36
NTW - DALLAS FT WORTH TX,26143.42,6421821.02
NTW - CHARLESTON-HUNTINGT,1123.32,3474880.58
NTW - BURLINGTON PLATTSBU,5353.41,6911750.66
NTW - TULSA OK,2384.84,3771588.16
NTW - CHICAGO IL,1009.89,3404940.26
NTW - CHICAGO IL,-17503.65,4710964.74
NTW - ALBUQUERQUE SANTA F,51165.61,1915851.96
NTW - TALLAHASSEE THOMASV,9409.45,2486890.03
NTW - ST. LOUIS MO,4262.30,5000815.85
NTW - NEW YORK NJ,3001.31,4405003.05
NTW - NEW YORK NY,-901.09,2660580.11
NTW - BATON ROUGE LA,-6185.95,4167460.09
NTW - SPRINGFIELD MO,10959.29,8227211.88
NTW - SHREVEPORT LA,3509.93,2354852.48
NTW - LOS ANGELES CA,22231.50,5476244.17
NTW - MILWAUKEE WI,-6153.67,3987686.48
NTW - HARRISBURG-LNCSTR-L,-5949.13,3275510.02
NTW - MOBILE-PENSACOLA (F,2747.94,3113724.53
NTW - SAN DIEGO CA,41339.31,3383636.74
NTW - LAS VEGAS NV,-9121.19,2696381.91
NTW - KANSAS CITY MO,12747.83,8821396.00
NTW - MINNEAPOLIS-ST. PAU,6673.82,6311478.53
NTW - MYRTLE BEACH-FLOREN,-7106.46,2990672.14
NTW - COLUMBIA SC,-10218.14,2534584.70
NTW - EL PASO (LAS CRUCES,-548.88,2121835.56
NTW - LUBBOCK TX,-27963.29,6663081.35
"NTW - Albany, GA",-13513.96,3373924.46
NTW - WORCESTER MA,10818.97,5330143.34
"NTW - Halethorpe, MD",-16241.14,9427411.99
"NTW - Dothan, AL",6433.49,4810377.67
NTW - Florence SC,-13422.78,4367967.35
"NTW - Gainesville, GA",-4560.95,3484086.54
"NTW - Greer, SC",7793.92,6316087.64
"NTW - Grovetown, GA",69.54,3877414.68
"NTW - Jacksonville, FL",-37113.16,6853419.40
"NTW - Macon, GA",1060.52,3343856.26
"NTW - Orlando, FL",-23780.20,5204829.56
"NTW - Savannah, GA",-888.51,3670224.78
"NTW - Richmond, VA",8637.74,5640187.71
"NTW - WPB, FL",-7047.78,6774928.60
NTW - Roanoke VA,-15224.32,5090699.66
"NTW - Tampa, FL",3207.48,6821015.60
NTW - Birmingham AL,-10789.56,7568006.01
NTW - Greensboro NC,-8880.81,5952331.87
"NTW - Norfolk, VA",-56465.24,5169474.17
"NTW - FT MYERS, FL",-20818.89,6290781.77
NTW - San Antonio TX,-68731.06,4554587.46
"NTW - Longview, TX",-116.26,1755412.15
"NTW - Marietta, GA",-85699.77,4603842.08
"NTW - Charleston, SC",10476.46,4571401.56
"NTW - Auburn, ME",-59640.74,6395539.27
"NTW - Manassas, VA",-24024.98,5882321.32
NTW - Ocoee TN,-14512.92,2992067.98
"NTW - Knoxville, TN",50322.26,3907486.82
"NTW - Rochester, NY",348372.04,5793768.33
"NTW - Colonie, NY",-25829.68,6579526.93
"NTW - Nashville, TN",4820.95,6141223.17
"NTW - Montgomery, AL",5358.44,6842355.41
"NTW - Wichita, KS",3270.99,6082455.40
NTW - Santa Fe Springs CA,-40412.63,6155501.54
NTW - Glendale IL,9893.24,6405389.02
"NTW - Lansdale, PA",67539.63,7146183.34
"NTW - Houston,TX",-22391.20,4774723.63
NTW - Dallas TX,30876.65,10114922.89
"NTW - Lockbourne, OH",-17856.72,6529155.95
NTW - Benicia CA,-8565.10,13846119.31
NTW - Columbia MO,-10066.27,2476559.45
"NTW - Redlands, CA",-82566.39,19162009.90
"NTW - Fresno, CA",7063.85,6615781.45
"NTW - Tolleson, AZ",-84272.14,14307322.47
NTW - Sacramento CA,-63083.28,7442314.37
NTW - Stow OH,28023.59,7859243.06
NTW - Bedford Park IL,1442.69,4546357.91
NTW - Dunmore PA,-579.09,4031963.34
"NTW - New Albany, IN",-7570.45,8587695.92
"NTW - Kansas City, MO",-606.28,2783085.38
NTW - DENVER CO,-7128.39,11895569.95
NTW - ANCHORAGE,763.61,3236506.76
NTW - COLORADO SPRINGS CO,-5734.39,3932280.33
NTW - MESQUITE TX,-65755.81,6563360.56
NTW - PROVIDENCE NEW BEDF,5230.01,4932857.31
NTW - DENVER CO,-66529.13,7258475.37
NTW - JACKSON MS,3648.19,5542173.76
NTW - PITTSBURGH,-11967.79,4631934.23
NTW - SALT LAKE CITY UT,-23055.02,13684195.47
NTW - TUCSON AZ,-2179.95,4763548.88
NTW - DES MOINES AMES,274.24,3617708.58
NTW - LEXINGTON,964.94,3222450.84
NTW - DETROIT,-6911.82,6122622.14
NTW - PLAINVILLE IN,1419.17,2367517.31
NTW - LOUISVILLE KY,-50940.86,5645300.44
NTW - NORMAL IL,-388.87,2564685.79
NTW - BURIEN WA,-684.04,2848511.69
NTW - ATLANTA,8071.60,5846366.58
NTW - ATLANTA,9484.01,7471535.67
NTW - HOUSTON TX,1763.65,9362713.84
NTW - DURHAM NC,4087.89,6565082.08
NTW - SHARONVILLE OH,-525.96,3414461.17
NTW - HARTFORD & NEW HAVE,-980.98,3323277.05
NTW - MIAMI-FT. LAUDERDAL,-5144.48,6859154.23
NTW - KAPOLEI HI,-31906.18,3425067.34
NTW - OKLAHOMA CITY OK,-20550.65,7341696.55
NTW - PORTLAND OR,4165.37,4935998.21
NTW - SPOKANE WA,51797.49,3060179.03
NTW - MEMPHIS TN,621.51,3811204.10
NTW - CHARLOTTE,-12383.18,6738765.16
NTW - LITTLE ROCK PINE BL,8173.78,3488179.27
NTW - HOUSTON TX,6232.67,4677669.48
NTW - BOSTON (MANCHESTER),-913.94,2599145.03
NTW - SAN ANTONIO TX,-1927.47,3896922.70
NTW - OMAHA NE,-32175.57,3578616.10
NTW - GRAND RAPIDS KALMZO,72146.90,3360602.52
NTW - KNOXVILLE TN,-9878.90,3625695.03
NTW - TOLEDO OH,-3475.95,3306530.21
NTW - DALLAS FT WORTH TX,26601.45,6378506.66
NTW - CHARLESTON-HUNTINGT,1123.32,3562603.81
NTW - BURLINGTON PLATTSBU,6491.88,7005025.99
NTW - TULSA OK,1682.22,3758707.96
NTW - CHICAGO IL,1225.39,3412329.53
NTW - CHICAGO IL,-17655.77,4693023.39
NTW - ALBUQUERQUE SANTA F,51165.61,1878437.11
NTW - TALLAHASSEE THOMASV,9365.33,2525884.18
NTW - ST. LOUIS MO,3481.75,4972472.39
NTW - NEW YORK NJ,432.56,4568292.66
NTW - NEW YORK NY,-317.78,2655906.94
NTW - BATON ROUGE LA,305.78,4097442.78
NTW - SPRINGFIELD MO,10016.96,8195400.66
NTW - SHREVEPORT LA,2816.11,2354246.94
NTW - LOS ANGELES CA,21577.11,5554660.13
NTW - MILWAUKEE WI,-6451.31,3896950.14
NTW - HARRISBURG-LNCSTR-L,-2111.71,3297941.13
NTW - MOBILE-PENSACOLA (F,2747.94,3265940.61
NTW - SAN DIEGO CA,40532.30,3560261.59
NTW - LAS VEGAS NV,-10635.25,2886028.48
NTW - KANSAS CITY MO,11941.97,8883580.02
NTW - MINNEAPOLIS-ST. PAU,6707.79,6323520.06
NTW - MYRTLE BEACH-FLOREN,-5903.95,2992378.76
NTW - COLUMBIA SC,-10246.82,2476523.48
NTW - EL PASO (LAS CRUCES,-548.88,1969369.30
NTW - LUBBOCK TX,-28761.30,6529752.65
"NTW - Albany, GA",-14083.30,3448281.39
NTW - WORCESTER MA,13032.06,5326434.26
"NTW - Halethorpe, MD",-17078.90,9451056.51
"NTW - Dothan, AL",4506.23,5032712.09
NTW - Florence SC,-13171.65,4259347.20
"NTW - Gainesville, GA",-7491.16,3716891.30
"NTW - Greer, SC",3799.15,6473963.26
"NTW - Grovetown, GA",238.55,3866502.99
"NTW - Jacksonville, FL",-40052.23,6771309.44
"NTW - Macon, GA",824.81,3277113.88
"NTW - Orlando, FL",-24680.80,5255822.41
"NTW - Savannah, GA",-964.58,3643365.53
"NTW - Richmond, VA",9333.08,5630096.98
"NTW - WPB, FL",-8569.89,6955306.00
NTW - Roanoke VA,-13840.72,5104213.41
"NTW - Tampa, FL",4386.85,6972466.44
NTW - Birmingham AL,-11846.00,7624544.47
NTW - Greensboro NC,-347.96,5866039.33
"NTW - Norfolk, VA",-60739.12,5178464.48
"NTW - FT MYERS, FL",-22513.82,6280505.32
NTW - San Antonio TX,-60971.42,4601392.58
"NTW - Longview, TX",-918.96,1743414.75
"NTW - Marietta, GA",-82356.41,4651975.84
"NTW - Charleston, SC",14884.05,4588386.45
"NTW - Auburn, ME",-60458.07,6440391.13
"NTW - Manassas, VA",-7796.68,6383658.08
NTW - Ocoee TN,-14570.72,3022355.92
"NTW - Knoxville, TN",51061.98,3914506.84
"NTW - Rochester, NY",345793.50,5843182.37
"NTW - Colonie, NY",-24522.26,6540480.33
"NTW - Nashville, TN",3288.44,6282888.90
"NTW - Montgomery, AL",8077.91,6943985.58
"NTW - Wichita, KS",3008.82,6026705.56
NTW - Santa Fe Springs CA,-49134.75,5940570.43
NTW - Glendale IL,9802.70,6331298.54
"NTW - Lansdale, PA",66491.44,7227949.17
"NTW - Houston,TX",-14908.77,4773323.50
NTW - Dallas TX,38474.47,9876708.96
"NTW - Lockbourne, OH",-18652.72,6486635.45
NTW - Benicia CA,-9229.77,13571594.37
NTW - Columbia MO,-10539.94,2524624.83
"NTW - Redlands, CA",-86606.59,18462380.47
"NTW - Fresno, CA",5861.84,6808257.44
"NTW - Tolleson, AZ",-83802.28,13887514.05
NTW - Sacramento CA,-59177.99,7968550.73
NTW - Stow OH,29427.85,7780861.27
NTW - Bedford Park IL,1316.48,4503963.95
NTW - Dunmore PA,-533.53,4070452.63
"NTW - New Albany, IN",-7625.09,8576810.68
"NTW - Kansas City, MO",-106.48,2942091.66
NTW - DENVER CO,-10026.38,11522064.99
NTW - ANCHORAGE,15143.71,3331860.54
NTW - COLORADO SPRINGS CO,-5805.67,4102558.44
NTW - MESQUITE TX,-78596.15,6609243.71
NTW - PROVIDENCE NEW BEDF,5230.01,4893244.35
NTW - DENVER CO,-71778.75,7622267.27
NTW - JACKSON MS,4203.37,5486236.18
NTW - PITTSBURGH,-11967.79,4863466.40
NTW - SALT LAKE CITY UT,-20687.35,13882095.83
NTW - TUCSON AZ,-3476.30,4667849.43
NTW - DES MOINES AMES,274.24,3612301.93
NTW - LEXINGTON,798.20,3199172.56
NTW - DETROIT,-7467.22,6317992.44
NTW - PLAINVILLE IN,1547.77,2552622.13
NTW - LOUISVILLE KY,-53584.23,5811139.78
NTW - NORMAL IL,-351.75,2663210.03
NTW - BURIEN WA,-684.04,2858346.81
NTW - ATLANTA,-26926.56,5841142.31
NTW - ATLANTA,9720.11,7514963.04
NTW - HOUSTON TX,4240.58,9405859.75
NTW - DURHAM NC,13933.33,6730414.98
NTW - SHARONVILLE OH,-599.36,3583433.17
NTW - HARTFORD & NEW HAVE,-706.16,3399540.36
NTW - MIAMI-FT. LAUDERDAL,-3285.21,6906082.76
NTW - KAPOLEI HI,-18979.99,3344996.28
NTW - OKLAHOMA CITY OK,-6065.78,7454053.29
NTW - PORTLAND OR,4359.00,4953685.69
NTW - SPOKANE WA,51557.96,3155994.11
NTW - MEMPHIS TN,-820.97,3651431.49
NTW - PFLUGERVILLE TX,-2829.38,2035765.43
NTW - CHARLOTTE,-13343.33,6839201.05
NTW - LITTLE ROCK PINE BL,2693853.46,3446127.91
NTW - HOUSTON TX,3179.72,4488707.25
NTW - BOSTON (MANCHESTER),-913.94,2584236.06
NTW - SAN ANTONIO TX,-6116.99,3858287.58
NTW - OMAHA NE,-35163.78,3631936.99
NTW - GRAND RAPIDS KALMZO,62950.37,3431267.57
NTW - KNOXVILLE TN,3241035.29,3778328.47
NTW - TOLEDO OH,-4796.13,3340782.67
NTW - DALLAS FT WORTH TX,46267.18,6203735.84
NTW - CHARLESTON-HUNTINGT,-338.70,3561642.12
NTW - BURLINGTON PLATTSBU,9515.08,6984055.81
NTW - TULSA OK,-14320.94,3842772.86
NTW - CHICAGO IL,1546.76,3478459.08
NTW - CHICAGO IL,-2180.14,4580907.72
NTW - ALBUQUERQUE SANTA F,49958.92,1903433.64
NTW - TALLAHASSEE THOMASV,-3093.59,2557093.62
NTW - ST. LOUIS MO,2176.01,5082130.09
NTW - NEW YORK NJ,2326.64,4810824.46
NTW - NEW YORK NY,-412.39,2899912.11
NTW - BATON ROUGE LA,312.66,4162517.58
NTW - SPRINGFIELD MO,12090.38,8207151.10
NTW - SHREVEPORT LA,2497.92,2429387.95
NTW - LOS ANGELES CA,20161.72,5556015.17
NTW - MILWAUKEE WI,-7990.77,3905156.19
NTW - HARRISBURG-LNCSTR-L,3184687.38,3205470.59
NTW - MOBILE-PENSACOLA (F,854.46,3285426.64
NTW - SAN DIEGO CA,44583.51,3572113.60
NTW - LAS VEGAS NV,-10975.70,2828447.32
NTW - KANSAS CITY MO,12635.53,8832811.42
NTW - MINNEAPOLIS-ST. PAU,8802.56,6238988.70
NTW - MYRTLE BEACH-FLOREN,-6469.99,2932681.27
NTW - COLUMBIA SC,-9586.71,2358051.82
NTW - EL PASO (LAS CRUCES,-744.08,1975958.00
NTW - LUBBOCK TX,-33171.10,6505016.74
"NTW - Albany, GA",-2790.94,3448281.39
NTW - WORCESTER MA,14498.48,5326434.26
"NTW - Halethorpe, MD",45376.72,9451056.51
