WH Name,Variacion absoluta,inventario
"NTW - Longview, TX",6506.29,2299712.88
"NTW - Marietta, GA",5794.51,6396254.10
"NTW - Charleston, SC",51367.56,5507653.50
"NTW - Auburn, ME",-26936.48,5875890.78
"NTW - Manassas, VA",-16703.85,8416524.59
NTW - Ocoee TN,-28286.36,3455459.07
"NTW - Knoxville, TN",42240.41,4161276.06
"NTW - Rochester, NY",-95195.09,5349236.57
"NTW - Colonie, NY",-62031.75,6928722.97
"NTW - Nashville, TN",898.12,7505576.49
"NTW - Montgomery, AL",-6348.42,6501275.03
"NTW - Wichita, KS",6743.01,6269186.26
NTW - Santa Fe Springs CA,-116294.16,6807386.46
NTW - Glendale IL,39997.07,8329070.04
"NTW - Lansdale, PA",80134.28,8155020.66
"NTW - Lockbourne, OH",-24973.83,6961841.73
NTW - Benicia CA,12953.93,14243286.40
NTW - Columbia MO,-15261.28,2530371.95
"NTW - Redlands, CA",-88318.36,19451317.70
"NTW - Fresno, CA",7194.00,7152165.59
"NTW - Tolleson, AZ",-162353.89,16088263.16
NTW - Sacramento CA,-162291.17,9456799.88
"NTW - York, PA",-7878.42,1922576.20
NTW - Stow OH,31297.99,8338683.65
NTW - Bedford Park IL,-35974.16,6313365.57
NTW - Dunmore PA,-5533.03,4627044.18
"NTW - New Albany, IN",-11089.60,9220038.33
"NTW - Kansas City, MO",-10681.92,3190759.86
NTW - DENVER CO,-55004.61,14668245.38
NTW - ANCHORAGE,14144.22,3172169.66
NTW - COLORADO SPRINGS CO,15144.02,4997571.85
NTW - MESQUITE TX,-94649.07,7813113.58
NTW - PROVIDENCE NEW BEDF,-1426.10,6037664.57
NTW - DENVER CO,-71194.83,9572414.16
NTW - JACKSON MS,-25330.99,5053529.67
NTW - PITTSBURGH,-12266.48,5911249.65
NTW - SALT LAKE CITY UT,46998.60,19405169.82
NTW - SAN ANTONIO,2016.59,7676154.15
NTW - TUCSON AZ,-5577.40,5253862.04
NTW - DES MOINES AMES,-3972.95,4524668.83
NTW - LEXINGTON,1302.86,3855842.55
NTW - DALLAS FT WORTH TX,-1193.16,12373540.43
NTW - DETROIT,-34812.40,8030171.61
NTW - PLAINVILLE IN,1270.54,4722911.33
NTW - LOUISVILLE KY,-27032.61,6654466.62
NTW - NORMAL IL,-5706.86,5403278.71
NTW - EL PASO LAS CRUCES,-1243.74,3190412.81
NTW - BURIEN WA,-994.30,5549804.17
NTW - ATLANTA,-152065.48,7290552.43
NTW - ATLANTA,-8319.59,7614619.76
NTW - HOUSTON TX,-137289.36,8788584.06
NTW - LITTLE ROCK PINE BL,-1858.00,4146057.14
NTW - DURHAM NC,13064.21,7781745.53
NTW - SHARONVILLE OH,-41820.56,5611007.23
NTW - MOBILE-PENSACOLA (F,-990.54,5403394.03
NTW - HARTFORD & NEW HAVE,-78.15,4520346.12
NTW - MIAMI-FT. LAUDERDAL,-3159.85,7642867.85
NTW - SAN DIEGO,584.39,2848562.35
NTW - KAPOLEI HI,-26712.97,2724641.39
NTW - OKLAHOMA CITY OK,-7093.42,7539336.77
NTW - PORTLAND OR,3065.78,5854338.01
NTW - SPOKANE WA,-9230.20,4029843.15
NTW - MEMPHIS TN,-6615.38,3921527.64
NTW - PFLUGERVILLE TX,-324.95,6582158.67
NTW - CHARLOTTE,-71835.08,8841747.32
NTW - HOUSTON,-122775.51,8433969.03
NTW - TULSA OK,-7712.25,4500313.62
NTW - BOSTON (MANCHESTER),-2283.90,3066945.90
NTW - OMAHA NE,-13384.82,4047585.53
NTW - GRAND RAPIDS KALMZO,75901.52,4292683.99
NTW - KNOXVILLE TN,4627.05,3746083.48
NTW - TOLEDO OH,-5456.05,4101413.28
NTW - CHARLESTON-HUNTINGT,-2569.20,4273422.86
NTW - BURLINGTON PLATTSBU,-7035.64,6001453.17
NTW - CHICAGO IL,26362.66,3962802.60
NTW - ALBUQUERQUE SANTA F,25339.06,2448497.95
NTW - TALLAHASSEE THOMASV,5131.98,2799658.86
NTW - ST. LOUIS MO,-3238.96,5559629.26
NTW - NEW YORK NJ,6181.97,5161476.29
NTW - NEW YORK NY,2269.70,2935868.01
NTW - BATON ROUGE LA,5448.81,5113718.01
NTW - SPRINGFIELD MO,-20044.06,7986168.03
NTW - SHREVEPORT LA,-1482.06,2290669.88
NTW - LOS ANGELES CA,20083.92,5542734.36
NTW - MILWAUKEE WI,-5646.78,4795856.18
NTW - HARRISBURG-LNCSTR-L,-25235.55,5654633.45
NTW - LAS VEGAS NV,-8861.15,3401588.86
NTW - KANSAS CITY MO,-262.08,10920690.91
NTW - MINNEAPOLIS-ST. PAU,4012.21,7156108.55
NTW - MYRTLE BEACH-FLOREN,-2725.39,4605331.63
NTW - COLUMBIA SC,-6146.10,2826990.23
NTW - LUBBOCK TX,-84779.04,6972614.71
NTW - SAN FRANCISCO-OAK-S,41890.36,3608793.15
"NTW - Albany, GA",9810.59,3442929.80
NTW - WORCESTER MA,14102.91,5621100.59
"NTW - Halethorpe, MD",8836.85,10035076.78
"NTW - Dothan, AL",8129.15,4885019.90
NTW - Florence SC,-11932.68,4917268.26
"NTW - Gainesville, GA",-12741.18,4591380.32
"NTW - Greer, SC",3232.01,6535088.15
"NTW - Grovetown, GA",31.53,4456080.67
"NTW - Jacksonville, FL",-27097.47,8610034.71
"NTW - Macon, GA",4633.11,3453650.33
"NTW - Orlando, FL",-69087.86,5349998.63
"NTW - Savannah, GA",7506.68,3796963.47
"NTW - Richmond, VA",17458.82,1888633.06
"NTW - WPB, FL",24526.70,8259094.09
NTW - Roanoke VA,18003.35,5309667.62
"NTW - Tampa, FL",3559.19,8206266.14
NTW - Birmingham AL,47035.03,7800438.98
NTW - Greensboro NC,21113.33,6323226.10
"NTW - Norfolk, VA",-48670.99,5379598.57
"NTW - FT MYERS, FL",-34063.24,6563608.12
"NTW - Longview, TX",6225.92,2320941.26
"NTW - Marietta, GA",3557.58,6127737.64
"NTW - Charleston, SC",50973.56,5368886.88
"NTW - Auburn, ME",-27204.03,5909129.69
"NTW - Manassas, VA",-9379.51,8426720.36
NTW - Ocoee TN,-28908.44,3324366.41
"NTW - Knoxville, TN",42337.24,4240263.64
"NTW - Rochester, NY",-46348.84,5495845.62
"NTW - Colonie, NY",-56523.21,7110799.21
"NTW - Nashville, TN",-812.53,7401544.36
"NTW - Montgomery, AL",-8643.57,6302398.37
"NTW - Wichita, KS",6692.84,6327883.89
NTW - Santa Fe Springs CA,-112199.21,7206848.21
NTW - Glendale IL,39803.98,8119088.04
"NTW - Lansdale, PA",80199.27,8424049.35
"NTW - Lockbourne, OH",-21210.63,7338377.88
NTW - Benicia CA,6857.31,14208524.63
NTW - Columbia MO,-3302.03,2512952.38
"NTW - Redlands, CA",-50109.89,20172364.16
"NTW - Fresno, CA",-6208.77,6874712.32
"NTW - Tolleson, AZ",-178823.56,16752680.57
NTW - Sacramento CA,-168911.10,9846855.71
"NTW - York, PA",-4784.36,1965618.56
NTW - Stow OH,31576.78,8410006.52
NTW - Bedford Park IL,-29664.38,6345054.11
NTW - Dunmore PA,-5758.87,4902287.54
"NTW - New Albany, IN",-13573.60,9176532.74
"NTW - Kansas City, MO",-9871.11,3299552.28
NTW - DENVER CO,-50900.16,14677090.96
NTW - ANCHORAGE,15545.90,3184397.92
NTW - COLORADO SPRINGS CO,15122.12,5136225.38
NTW - MESQUITE TX,-104719.76,7216607.64
NTW - PROVIDENCE NEW BEDF,-24921.35,6220988.64
NTW - DENVER CO,-98477.68,9652933.66
NTW - JACKSON MS,-25614.01,5081813.28
NTW - PITTSBURGH,-14105.55,6011633.58
NTW - SALT LAKE CITY UT,40286.73,19658075.24
NTW - SAN ANTONIO,107644.10,8064826.85
NTW - TUCSON AZ,-5308.95,5113603.68
NTW - DES MOINES AMES,-4147.88,4470818.93
NTW - LEXINGTON,-1116.31,3899215.58
NTW - DALLAS FT WORTH TX,2765.38,12674869.04
NTW - DETROIT,-32900.45,7735553.89
NTW - PLAINVILLE IN,2032.58,4869689.55
NTW - LOUISVILLE KY,-24084.47,6687944.40
NTW - NORMAL IL,-4936.07,5410860.64
NTW - EL PASO LAS CRUCES,-1330.27,3364037.71
NTW - BURIEN WA,-994.30,5502829.17
NTW - ATLANTA,-183348.63,7128368.69
NTW - ATLANTA,-8026.21,7595688.35
NTW - HOUSTON TX,-143081.07,8447222.65
NTW - LITTLE ROCK PINE BL,-2119.16,4223372.68
NTW - DURHAM NC,14905.51,7641402.97
NTW - SHARONVILLE OH,-39461.11,5450749.89
NTW - MOBILE-PENSACOLA (F,-1240.06,5488822.99
NTW - HARTFORD & NEW HAVE,-1591.19,4674342.52
NTW - MIAMI-FT. LAUDERDAL,-4214.70,7542686.63
NTW - SAN DIEGO,584.39,2869151.22
NTW - KAPOLEI HI,-28170.26,2440829.73
NTW - OKLAHOMA CITY OK,-8781.64,7515444.14
NTW - PORTLAND OR,3355.76,5436463.25
NTW - SPOKANE WA,-9230.20,3952626.22
NTW - MEMPHIS TN,-6756.83,3876648.27
NTW - PFLUGERVILLE TX,-2359.24,6540943.61
NTW - CHARLOTTE,-71871.04,9066899.55
NTW - HOUSTON,-142928.77,8490389.54
NTW - TULSA OK,-15946.57,4631866.97
NTW - BOSTON (MANCHESTER),-2283.90,3057147.28
NTW - OMAHA NE,-8978.87,4026115.27
NTW - GRAND RAPIDS KALMZO,75413.45,4444405.43
NTW - KNOXVILLE TN,4412.62,3639137.79
NTW - TOLEDO OH,-6008.50,3918036.59
NTW - CHARLESTON-HUNTINGT,-2650.61,4278442.58
NTW - BURLINGTON PLATTSBU,-1022.38,5913798.98
NTW - CHICAGO IL,26075.40,3875381.20
NTW - ALBUQUERQUE SANTA F,25339.06,2396105.14
NTW - TALLAHASSEE THOMASV,5116.83,2742466.74
NTW - ST. LOUIS MO,-1144.81,5563259.88
NTW - NEW YORK NJ,6063.19,5143294.21
NTW - NEW YORK NY,3553.14,2854779.86
NTW - BATON ROUGE LA,7126.39,4970148.96
NTW - SPRINGFIELD MO,-22761.64,7921886.93
NTW - SHREVEPORT LA,-1161.70,2254857.38
NTW - LOS ANGELES CA,19877.90,5316287.32
NTW - MILWAUKEE WI,-9928.58,4734667.34
NTW - HARRISBURG-LNCSTR-L,-36745.82,5785750.98
NTW - LAS VEGAS NV,-6313.90,3332946.11
NTW - KANSAS CITY MO,3042.15,10827156.08
NTW - MINNEAPOLIS-ST. PAU,4184.55,7085407.23
NTW - MYRTLE BEACH-FLOREN,-3431.65,4558691.45
NTW - COLUMBIA SC,-6145.57,2780383.60
NTW - LUBBOCK TX,-84779.04,6999939.51
NTW - SAN FRANCISCO-OAK-S,41807.23,3304672.83
"NTW - Albany, GA",10608.04,3569467.56
NTW - WORCESTER MA,14693.18,5672804.01
"NTW - Halethorpe, MD",7330.81,9764124.91
"NTW - Dothan, AL",7541.74,4786921.58
NTW - Florence SC,-45065.65,4993742.75
"NTW - Gainesville, GA",-7557.16,4680230.07
"NTW - Greer, SC",59.57,6382066.74
"NTW - Grovetown, GA",-412.15,4454113.01
"NTW - Jacksonville, FL",-28733.94,8526890.01
"NTW - Macon, GA",4581.77,3398284.45
"NTW - Orlando, FL",-69416.56,5495121.08
"NTW - Savannah, GA",7499.13,3704922.27
"NTW - Richmond, VA",19303.89,6094093.40
"NTW - WPB, FL",33143.71,8228725.38
NTW - Roanoke VA,21789.10,5227908.00
"NTW - Tampa, FL",2803.62,8119981.25
NTW - Birmingham AL,47515.66,7549125.35
NTW - Greensboro NC,32770.79,6300574.24
"NTW - Norfolk, VA",-46991.35,5417935.63
"NTW - FT MYERS, FL",-40539.22,6421910.44
"NTW - Longview, TX",-142.92,2249301.63
"NTW - Marietta, GA",2484.04,6039615.12
"NTW - Charleston, SC",47687.98,5320123.20
"NTW - Auburn, ME",23725.35,5886857.89
"NTW - Manassas, VA",-5751.08,8082202.30
NTW - Ocoee TN,-29667.83,3248531.53
"NTW - Knoxville, TN",42157.74,4173824.89
"NTW - Rochester, NY",1521.13,5492152.45
"NTW - Colonie, NY",-45238.94,7142372.28
"NTW - Nashville, TN",-3333.95,7137758.72
"NTW - Montgomery, AL",-10278.92,6280877.63
"NTW - Wichita, KS",8989.88,6291573.68
NTW - Santa Fe Springs CA,-114204.21,7595235.82
NTW - Glendale IL,38241.56,8609739.08
"NTW - Lansdale, PA",81133.32,8391708.81
"NTW - Lockbourne, OH",-18439.29,7328252.33
NTW - Benicia CA,17573.47,14403860.50
NTW - Columbia MO,-903.65,2525690.09
"NTW - Redlands, CA",39736.01,20123977.86
"NTW - Fresno, CA",-10750.88,6628456.35
"NTW - Tolleson, AZ",-189987.48,16754903.19
NTW - Sacramento CA,-176613.63,9488503.23
"NTW - York, PA",-4977.12,1948475.85
NTW - Stow OH,-20862.81,8343443.60
NTW - Bedford Park IL,-31506.02,6113328.66
NTW - Dunmore PA,-7003.75,5070477.43
"NTW - New Albany, IN",-7970.94,9116965.37
"NTW - Kansas City, MO",-9950.84,3494816.58
NTW - DENVER CO,-50178.73,14709755.43
NTW - ANCHORAGE,13619.07,3231966.09
NTW - COLORADO SPRINGS CO,13826.44,5047092.85
NTW - MESQUITE TX,-106732.28,7177343.25
NTW - PROVIDENCE NEW BEDF,-16426.08,6531694.12
NTW - DENVER CO,-99521.73,9355604.35
NTW - JACKSON MS,-24757.84,4858300.20
NTW - PITTSBURGH,-11987.46,6178055.39
NTW - SALT LAKE CITY UT,38996.48,19613102.10
NTW - SAN ANTONIO,107593.54,8223761.12
NTW - TUCSON AZ,-5209.08,5093416.39
NTW - DES MOINES AMES,-4322.88,4561388.65
NTW - LEXINGTON,-1812.63,3940403.13
NTW - DALLAS FT WORTH TX,-460.83,12761530.28
NTW - DETROIT,-29626.48,7688075.01
NTW - PLAINVILLE IN,3980.64,5128881.22
NTW - LOUISVILLE KY,-19372.72,6624513.30
NTW - NORMAL IL,-5707.55,5418002.26
NTW - EL PASO LAS CRUCES,-1389.67,3338013.78
NTW - BURIEN WA,3914.23,5838034.13
NTW - ATLANTA,-184037.36,7042329.99
NTW - ATLANTA,-8854.26,7540471.81
NTW - HOUSTON TX,-145590.71,8428268.34
NTW - LITTLE ROCK PINE BL,-2309.42,4216974.81
NTW - DURHAM NC,14684.29,7491424.15
NTW - SHARONVILLE OH,-40174.44,5243673.04
NTW - MOBILE-PENSACOLA (F,-1767.82,5425737.27
NTW - HARTFORD & NEW HAVE,-2060.73,4625223.29
NTW - MIAMI-FT. LAUDERDAL,-5055.31,7502624.76
NTW - SAN DIEGO,560.02,3058126.56
NTW - KAPOLEI HI,-28241.72,2521122.69
NTW - OKLAHOMA CITY OK,-8983.89,7482382.60
NTW - PORTLAND OR,2272.29,5252623.60
NTW - SPOKANE WA,-10267.33,3745499.16
NTW - MEMPHIS TN,-7197.05,3813457.37
NTW - PFLUGERVILLE TX,-2733.77,6602766.02
NTW - CHARLOTTE,-80256.76,9147624.72
NTW - HOUSTON,-141859.52,8016205.36
NTW - TULSA OK,-19101.02,4511133.28
NTW - BOSTON (MANCHESTER),-3094.74,3163231.16
NTW - OMAHA NE,-8415.50,3899318.11
NTW - GRAND RAPIDS KALMZO,75362.13,4481652.33
NTW - KNOXVILLE TN,4679.91,3617257.26
NTW - TOLEDO OH,-6173.74,3887988.18
NTW - CHARLESTON-HUNTINGT,-2526.40,4354266.49
NTW - BURLINGTON PLATTSBU,-3040.62,6077438.33
NTW - CHICAGO IL,26757.45,3890879.85
NTW - ALBUQUERQUE SANTA F,25180.49,2335114.02
NTW - TALLAHASSEE THOMASV,4934.49,2724994.16
NTW - ST. LOUIS MO,-1094.53,5392573.84
NTW - NEW YORK NJ,5705.82,5204350.54
NTW - NEW YORK NY,3029.09,2811668.17
NTW - BATON ROUGE LA,5774.24,5147314.92
NTW - SPRINGFIELD MO,-22782.49,8026606.03
NTW - SHREVEPORT LA,-2081.93,2207398.24
NTW - LOS ANGELES CA,19647.67,4801821.39
NTW - MILWAUKEE WI,-12717.96,4729362.35
NTW - HARRISBURG-LNCSTR-L,-34682.18,5791715.42
NTW - LAS VEGAS NV,-6486.19,3298874.89
NTW - KANSAS CITY MO,-1509.66,10878366.49
NTW - MINNEAPOLIS-ST. PAU,5211.70,7506155.07
NTW - MYRTLE BEACH-FLOREN,-6740.81,4600829.77
NTW - COLUMBIA SC,-6714.89,2800023.48
NTW - LUBBOCK TX,-84858.65,6881136.07
NTW - SAN FRANCISCO-OAK-S,43324.07,2970547.12
"NTW - Albany, GA",10562.28,3736505.06
NTW - WORCESTER MA,14953.43,5520771.37
"NTW - Halethorpe, MD",-6058.62,9816722.20
"NTW - Dothan, AL",6807.56,4707483.56
NTW - Florence SC,-50095.55,4940798.13
"NTW - Gainesville, GA",-6922.06,4594657.67
"NTW - Greer, SC",3635.89,6511921.28
"NTW - Grovetown, GA",8922.84,4374802.80
"NTW - Jacksonville, FL",-33669.79,8210024.61
"NTW - Macon, GA",5051.72,3346853.82
"NTW - Orlando, FL",-74835.52,5859155.18
"NTW - Savannah, GA",11373.09,3633717.66
"NTW - Richmond, VA",22443.94,6117174.31
"NTW - WPB, FL",32204.43,7982991.77
NTW - Roanoke VA,24206.70,5232509.02
"NTW - Tampa, FL",1717.70,8083452.18
NTW - Birmingham AL,32825.70,7714169.90
NTW - Greensboro NC,11096.31,6093679.20
"NTW - Norfolk, VA",-46674.48,5500989.86
"NTW - FT MYERS, FL",-59527.43,6372477.91
"NTW - Longview, TX",130.13,2020205.69
"NTW - Marietta, GA",5089.06,6134382.21
"NTW - Charleston, SC",48717.86,5205362.08
"NTW - Auburn, ME",-19242.92,6229644.12
"NTW - Manassas, VA",-4146.45,7959106.69
NTW - Ocoee TN,-6953.37,3138359.10
"NTW - Knoxville, TN",37489.44,4144768.05
"NTW - Rochester, NY",-8683.48,5754742.77
"NTW - Colonie, NY",-16750.88,7233244.46
"NTW - Nashville, TN",-6710.62,7616079.16
"NTW - Montgomery, AL",-5244.59,6029906.66
"NTW - Wichita, KS",9366.65,6293111.54
NTW - Santa Fe Springs CA,-112442.34,7799254.20
NTW - Glendale IL,41522.07,8621039.56
"NTW - Lansdale, PA",80302.17,8542940.09
"NTW - Lockbourne, OH",-20152.83,7726274.19
NTW - Benicia CA,21139.21,14759756.04
NTW - Columbia MO,55.05,2431598.54
"NTW - Redlands, CA",41970.69,20543110.51
"NTW - Fresno, CA",-12701.49,6679453.15
"NTW - Tolleson, AZ",-200224.22,16995653.55
NTW - Sacramento CA,-170596.06,9940501.30
"NTW - York, PA",-667.00,1914766.66
NTW - Stow OH,35383.74,8365730.77
NTW - Bedford Park IL,-37565.68,6026629.08
NTW - Dunmore PA,-8441.64,5206642.88
"NTW - New Albany, IN",-8053.49,9179112.61
"NTW - Kansas City, MO",-8892.63,3412661.86
NTW - DENVER CO,-52808.95,14241844.84
NTW - ANCHORAGE,50788.30,3110230.47
NTW - COLORADO SPRINGS CO,15191.11,5043348.16
NTW - MESQUITE TX,-83680.12,7511309.48
NTW - PROVIDENCE NEW BEDF,-16655.13,6595450.81
NTW - DENVER CO,-98196.04,9597078.11
NTW - JACKSON MS,-25362.73,4799637.91
NTW - PITTSBURGH,-12699.53,6245410.50
NTW - SALT LAKE CITY UT,23220.22,9348881.42
NTW - SAN ANTONIO,124342.55,2351407.65
NTW - TUCSON AZ,-5071.80,1439217.89
NTW - BROWNESVILLE,-3744.21,820785.10
NTW - DES MOINES AMES,-4814.17,1280376.78
NTW - LEXINGTON,-1683.98,929485.85
NTW - DALLAS FT WORTH TX,-9851.28,5806995.67
NTW - DETROIT,-20099.07,1183514.02
NTW - PLAINVILLE IN,4143.74,876743.52
NTW - LOUISVILLE KY,-2929.98,1682877.64
NTW - NORMAL IL,-81.58,1120234.56
NTW - EL PASO LAS CRUCES,-4493.69,691373.48
NTW - BURIEN WA,5663.19,969394.79
NTW - ATLANTA,-159544.21,2226918.46
NTW - ATLANTA,-11025.16,1743201.72
NTW - HOUSTON TX,-121978.72,1434748.58
NTW - LITTLE ROCK PINE BL,-3400.71,1065017.24
NTW - DURHAM NC,14317.80,2145385.46
NTW - SHARONVILLE OH,-37249.46,1193362.24
NTW - MOBILE-PENSACOLA (F,-4972.03,1489499.31
NTW - HARTFORD & NEW HAVE,-1917.20,1118117.11
NTW - MIAMI-FT. LAUDERDAL,12381.32,2411163.49
NTW - SAN DIEGO,348.83,375798.52
NTW - KAPOLEI HI,-32081.50,354948.38
NTW - OKLAHOMA CITY OK,-7855.46,7495385.29
NTW - PORTLAND OR,2495.59,5855949.83
NTW - SPOKANE WA,-10355.78,3835359.61
NTW - MEMPHIS TN,-5755.07,3812607.55
NTW - PFLUGERVILLE TX,9.50,6517312.59
NTW - CHARLOTTE,-83469.07,9245087.80
NTW - HOUSTON,-142234.56,8344060.79
NTW - TULSA OK,-21360.33,4640472.43
NTW - BOSTON (MANCHESTER),-2999.97,3370541.91
NTW - OMAHA NE,-8456.09,3827611.12
NTW - GRAND RAPIDS KALMZO,81067.08,4089456.04
NTW - KNOXVILLE TN,-1806.47,3518379.73
NTW - TOLEDO OH,-7082.53,4057727.59
NTW - CHARLESTON-HUNTINGT,-2326.73,4320909.66
NTW - BURLINGTON PLATTSBU,48.42,6134946.06
NTW - CHICAGO IL,25835.98,4000350.40
NTW - ALBUQUERQUE SANTA F,25129.66,2294583.66
NTW - TALLAHASSEE THOMASV,3666.91,2745404.37
NTW - ST. LOUIS MO,-4760.79,5598449.04
NTW - NEW YORK NJ,5856.60,4814315.77
NTW - NEW YORK NY,3528.96,3171435.62
NTW - BATON ROUGE LA,8123.68,5073217.12
NTW - SPRINGFIELD MO,-23249.46,7755274.45
NTW - SHREVEPORT LA,-3922.89,2187431.74
NTW - LOS ANGELES CA,20442.76,5437876.09
NTW - MILWAUKEE WI,-11944.55,4738483.53
NTW - HARRISBURG-LNCSTR-L,-25050.99,5555615.61
NTW - LAS VEGAS NV,-4785.01,3389398.73
NTW - KANSAS CITY MO,-191.41,10795717.89
NTW - MINNEAPOLIS-ST. PAU,5351.09,8272362.60
NTW - MYRTLE BEACH-FLOREN,-6282.03,4514172.13
NTW - COLUMBIA SC,-8357.14,2724452.29
NTW - LUBBOCK TX,-99363.47,6706622.90
NTW - SAN FRANCISCO-OAK-S,42084.31,2237503.72
"NTW - Albany, GA",14638.65,3724366.82
NTW - WORCESTER MA,14073.33,5468357.45
"NTW - Halethorpe, MD",4943.01,9594121.75
"NTW - Dothan, AL",8606.81,4579558.42
NTW - Florence SC,-47584.61,4913634.01
"NTW - Gainesville, GA",-6370.76,4540364.17
"NTW - Greer, SC",7557.57,6160987.67
"NTW - Grovetown, GA",8851.16,4190952.21
"NTW - Jacksonville, FL",-31507.94,8001301.34
"NTW - Macon, GA",5711.38,3287177.45
"NTW - Orlando, FL",-74428.38,5845967.72
"NTW - Savannah, GA",12012.62,3449776.59
"NTW - Richmond, VA",23582.82,6015948.02
"NTW - WPB, FL",22899.49,7916716.08
NTW - Roanoke VA,23079.75,5267699.13
"NTW - Tampa, FL",580.61,7606585.32
NTW - Birmingham AL,28344.33,7493369.40
NTW - Greensboro NC,3527.17,5845342.01
"NTW - Norfolk, VA",-46510.83,5302840.59
"NTW - FT MYERS, FL",-66097.00,6253565.15
"NTW - Longview, TX",159.65,1959101.84
"NTW - Marietta, GA",-7994.83,5914287.90
"NTW - Charleston, SC",48288.74,5054404.01
"NTW - Auburn, ME",-21170.80,6145014.08
"NTW - Manassas, VA",-3170.77,7735498.09
NTW - Ocoee TN,804.38,2897769.35
"NTW - Knoxville, TN",37300.46,4077217.35
"NTW - Rochester, NY",-13419.04,5668576.16
"NTW - Colonie, NY",-6510.38,7201000.61
"NTW - Nashville, TN",-5524.95,7508618.47
"NTW - Montgomery, AL",-12325.11,5864438.89
"NTW - Wichita, KS",8318.93,6030797.95
NTW - Santa Fe Springs CA,-119496.76,7570365.22
NTW - Glendale IL,38794.05,8238650.31
"NTW - Lansdale, PA",79072.23,8424350.19
"NTW - Lockbourne, OH",-21482.36,7459090.80
NTW - Benicia CA,18440.98,14127888.03
NTW - Columbia MO,113.39,2377455.39
"NTW - Redlands, CA",45926.38,19762862.20
"NTW - Fresno, CA",-940.67,6373445.25
"NTW - Tolleson, AZ",-196818.55,16217260.10
NTW - Sacramento CA,-165166.64,9350074.74
"NTW - York, PA",-734.26,1906185.85
NTW - Stow OH,37884.18,8217294.10
NTW - Bedford Park IL,-37872.27,5953393.57
NTW - Dunmore PA,-9614.23,5224010.88
"NTW - New Albany, IN",-7176.90,8909349.28
"NTW - Kansas City, MO",-8991.38,3363856.07
NTW - DENVER CO,-53100.91,13864635.18
NTW - ANCHORAGE,47529.20,3041974.53
NTW - COLORADO SPRINGS CO,14762.05,5018670.55
NTW - MESQUITE TX,-84761.64,7237713.99
NTW - PROVIDENCE NEW BEDF,-15635.96,6461742.64
NTW - DENVER CO,-98513.64,9126446.62
NTW - JACKSON MS,-25551.02,4755128.78
NTW - PITTSBURGH,-11843.59,6161493.45
NTW - SALT LAKE CITY UT,14907.98,19442785.16
NTW - SAN ANTONIO,125797.08,7913452.88
NTW - TUCSON AZ,-5037.87,4975477.06
NTW - BROWNESVILLE,-3851.34,2238305.80
NTW - DES MOINES AMES,-4597.80,4749281.54
NTW - LEXINGTON,-1683.98,3997831.01
NTW - DALLAS FT WORTH TX,-28766.18,13091657.64
NTW - DETROIT,-20821.54,6885692.16
NTW - PLAINVILLE IN,3484.74,5102669.92
NTW - LOUISVILLE KY,-7065.61,6660954.10
NTW - NORMAL IL,-794.02,5418388.84
NTW - EL PASO LAS CRUCES,-5784.57,3445149.75
NTW - BURIEN WA,5647.04,6375896.74
NTW - ATLANTA,-150919.63,6937605.95
NTW - ATLANTA,-11329.46,7577243.21
NTW - HOUSTON TX,-120345.83,8739684.45
NTW - LITTLE ROCK PINE BL,-3129.38,4286009.22
NTW - DURHAM NC,14462.43,7213007.11
NTW - SHARONVILLE OH,-37144.27,5519848.43
NTW - MOBILE-PENSACOLA (F,-3993.45,5631518.46
NTW - HARTFORD & NEW HAVE,1135.75,4954196.65
NTW - MIAMI-FT. LAUDERDAL,13869.28,7506808.89
NTW - SAN DIEGO,804.57,3610573.33
NTW - KAPOLEI HI,-32589.02,2185320.81
NTW - OKLAHOMA CITY OK,-7715.85,7253774.43
NTW - PORTLAND OR,2495.59,5680704.92
NTW - SPOKANE WA,-10355.78,3700660.43
NTW - MEMPHIS TN,-5549.53,3815856.25
NTW - PFLUGERVILLE TX,-317.22,6214236.15
NTW - CHARLOTTE,-88721.08,9045868.57
NTW - HOUSTON,-151043.88,8212702.41
NTW - TULSA OK,-21360.33,4614757.90
NTW - BOSTON (MANCHESTER),-3362.87,3332642.74
NTW - OMAHA NE,-8259.16,3863522.41
NTW - GRAND RAPIDS KALMZO,80876.41,3953344.13
NTW - KNOXVILLE TN,-1936.39,3401012.35
NTW - TOLEDO OH,-7237.43,3723391.54
NTW - CHARLESTON-HUNTINGT,-2326.73,4299703.25
NTW - BURLINGTON PLATTSBU,48.42,6081492.53
NTW - CHICAGO IL,25854.00,3954810.05
NTW - ALBUQUERQUE SANTA F,25444.74,2231835.65
NTW - TALLAHASSEE THOMASV,5011.97,2628853.19
NTW - ST. LOUIS MO,-4477.86,5510576.81
NTW - NEW YORK NJ,5384.42,4579566.52
NTW - NEW YORK NY,3374.18,3162961.75
NTW - BATON ROUGE LA,7168.68,5079440.66
NTW - SPRINGFIELD MO,-23019.07,7589895.87
NTW - SHREVEPORT LA,-5251.96,2007748.95
NTW - LOS ANGELES CA,20525.72,5305851.00
NTW - MILWAUKEE WI,-12351.88,4713016.47
NTW - HARRISBURG-LNCSTR-L,-26853.06,5449084.26
NTW - LAS VEGAS NV,-1972.19,3368953.13
NTW - KANSAS CITY MO,-3291.53,10502676.75
